Authors,Year,title,DOI,Filter_3,Approach,Subapproach,temperature,growth_rate,vi,n_1,order,family,genus,species,feeding_guild,h_p_family,diet_family,RH,daylength,lat,lon,sd_treat,id,sd_median
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,20,0.1318,0.0045,34,Acari,Tetranychidae,Tetranychus,piercei,sucker,Fabaceae,Fabaceae,65,16,36.04477,139.88445,0.026239283526803853,57,0.026239283526803853
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,25,0.2301,0.0046,14,Acari,Tetranychidae,Tetranychus,piercei,sucker,Fabaceae,Fabaceae,65,16,36.04477,139.88445,0.01721162397916013,57,0.026239283526803853
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,30,0.3565,0.0147,17,Acari,Tetranychidae,Tetranychus,piercei,sucker,Solanaceae,Fabaceae,65,16,36.04477,139.88445,0.060609652696579606,57,0.026239283526803853
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,35,0.3192,0.0104,24,Acari,Tetranychidae,Tetranychus,piercei,sucker,Cucurbitaceae,Fabaceae,65,16,36.04477,139.88445,0.0509493866498901,57,0.026239283526803853
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,15,0.1141,0.0016,24,Acari,Tetranychidae,Tetranychus,truncatus,sucker,Asteraceae,Fabaceae,65,16,35.02104,135.75561,0.0078383671769061691,58,0.015826244026931974
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,20,0.1826,0.0033,40,Acari,Tetranychidae,Tetranychus,truncatus,sucker,Fabaceae,Fabaceae,65,16,35.02104,135.75561,0.020871032557111306,58,0.015826244026931974
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,25,0.2754,0.0027,13,Acari,Tetranychidae,Tetranychus,truncatus,sucker,Fabaceae,Fabaceae,65,16,35.02104,135.75561,0.00973498844375277,58,0.015826244026931974
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,30,0.3608,0.0033,23,Acari,Tetranychidae,Tetranychus,truncatus,sucker,Solanaceae,Fabaceae,65,16,35.02104,135.75561,0.015826244026931974,58,0.015826244026931974
"Gotoh, T; Moriya, D; Nachman, G",2015,Development and reproduction of five Tetranychus species (Acari: Tetranychidae): Do they all have the potential to become major pests?,10.1007/s10493-015-9919-y,yes,experimental,laboratory,35,0.433,0.0095,43,Acari,Tetranychidae,Tetranychus,truncatus,sucker,Cucurbitaceae,Fabaceae,65,16,35.02104,135.75561,0.062295665980869004,58,0.015826244026931974
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,12,0.076902064,0.038451032,20,Hemiptera,Aphididae,Sitobion,miscanthi,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.17195824271403942,59,0.18024688434081293
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,15,0.134458267,0.04030442861186,20,Hemiptera,Aphididae,Sitobion,miscanthi,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.18024688434081293,59,0.18024688434081293
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,20,0.244200721,0.036121673003802,20,Hemiptera,Aphididae,Sitobion,miscanthi,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.1615410325950406,59,0.18024688434081293
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,25,0.279800165,0.047718631178707,20,Hemiptera,Aphididae,Sitobion,miscanthi,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.21340420621765954,59,0.18024688434081293
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,28,0.093251873,0.076426101615662,20,Hemiptera,Aphididae,Sitobion,miscanthi,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.34178791693585353,59,0.18024688434081293
